"","phase","site","treatment","corner","azi","class","load"
"1","postpct","camp6","gs","e",0,"dufflitter",57.975
"2","postpct","camp6","gs","e",315,"dufflitter",112.085
"3","postpct","camp6","gs","n",135,"dufflitter",42.515
"4","postpct","camp6","gs","n",225,"dufflitter",73.435
"5","postpct","camp6","gs","s",45,"dufflitter",38.65
"6","postpct","camp6","gs","s",315,"dufflitter",119.815
"7","postpct","camp6","gs","w",39,"dufflitter",108.22
"8","postpct","camp6","gs","w",135,"dufflitter",57.975
"9","postpct","camp6","ha","e",225,"dufflitter",30.92
"10","postpct","camp6","ha","e",315,"dufflitter",104.355
"11","postpct","camp6","ha","n",135,"dufflitter",61.84
"12","postpct","camp6","ha","n",225,"dufflitter",34.785
"13","postpct","camp6","ha","s",45,"dufflitter",88.895
"14","postpct","camp6","ha","s",315,"dufflitter",30.92
"15","postpct","camp6","ha","w",45,"dufflitter",77.3
"16","postpct","camp6","ha","w",135,"dufflitter",77.3
"17","postpct","camp6","hd","e",225,"dufflitter",85.03
"18","postpct","camp6","hd","e",315,"dufflitter",46.38
"19","postpct","camp6","hd","n",135,"dufflitter",88.895
"20","postpct","camp6","hd","n",225,"dufflitter",38.65
"21","postpct","camp6","hd","s",45,"dufflitter",30.92
"22","postpct","camp6","hd","s",315,"dufflitter",42.515
"23","postpct","camp6","hd","w",42,"dufflitter",104.355
"24","postpct","camp6","hd","w",135,"dufflitter",77.3
"25","postpct","camp6","ld","e",225,"dufflitter",77.3
"26","postpct","camp6","ld","e",315,"dufflitter",57.975
"27","postpct","camp6","ld","n",135,"dufflitter",92.76
"28","postpct","camp6","ld","n",225,"dufflitter",54.11
"29","postpct","camp6","ld","s",45,"dufflitter",104.355
"30","postpct","camp6","ld","s",315,"dufflitter",61.84
"31","postpct","camp6","ld","w",45,"dufflitter",38.65
"32","postpct","camp6","ld","w",135,"dufflitter",85.03
"33","postpct","waldon","gs","e",225,"dufflitter",320.795
"34","postpct","waldon","gs","e",315,"dufflitter",309.2
"35","postpct","waldon","gs","n",135,"dufflitter",162.33
"36","postpct","waldon","gs","n",262,"dufflitter",270.55
"37","postpct","waldon","gs","s",45,"dufflitter",228.035
"38","postpct","waldon","gs","s",315,"dufflitter",231.9
"39","postpct","waldon","gs","w",45,"dufflitter",425.15
"40","postpct","waldon","gs","w",135,"dufflitter",328.525
"41","postpct","waldon","ha","ne",180,"dufflitter",104.355
"42","postpct","waldon","ha","ne",290,"dufflitter",112.085
"43","postpct","waldon","ha","nw",90,"dufflitter",143.005
"44","postpct","waldon","ha","nw",180,"dufflitter",112.085
"45","postpct","waldon","ha","se",0,"dufflitter",96.625
"46","postpct","waldon","ha","se",270,"dufflitter",77.3
"47","postpct","waldon","ha","sw",35,"dufflitter",50.245
"48","postpct","waldon","ha","sw",90,"dufflitter",50.245
"49","postpct","waldon","hd","ne",180,"dufflitter",224.17
"50","postpct","waldon","hd","ne",270,"dufflitter",177.79
"51","postpct","waldon","hd","nw",90,"dufflitter",143.005
"52","postpct","waldon","hd","nw",180,"dufflitter",177.79
"53","postpct","waldon","hd","se",0,"dufflitter",61.84
"54","postpct","waldon","hd","se",270,"dufflitter",150.735
"55","postpct","waldon","hd","sw",0,"dufflitter",127.545
"56","postpct","waldon","hd","sw",90,"dufflitter",170.06
"57","postpct","waldon","ld","ne",180,"dufflitter",193.25
"58","postpct","waldon","ld","ne",270,"dufflitter",193.25
"59","postpct","waldon","ld","nw",90,"dufflitter",309.2
"60","postpct","waldon","ld","nw",180,"dufflitter",309.2
"61","postpct","waldon","ld","se",0,"dufflitter",231.9
"62","postpct","waldon","ld","se",270,"dufflitter",444.475
"63","postpct","waldon","ld","sw",0,"dufflitter",289.875
"64","postpct","waldon","ld","sw",90,"dufflitter",270.55
"65","postpct","waldos","gs","ne",168,"dufflitter",425.15
"66","postpct","waldos","gs","ne",270,"dufflitter",189.385
"67","postpct","waldos","gs","nw",90,"dufflitter",247.36
"68","postpct","waldos","gs","nw",180,"dufflitter",139.14
"69","postpct","waldos","gs","se",0,"dufflitter",251.225
"70","postpct","waldos","gs","se",270,"dufflitter",243.495
"71","postpct","waldos","gs","sw",0,"dufflitter",239.63
"72","postpct","waldos","gs","sw",90,"dufflitter",208.71
"73","postpct","waldos","ha","ne",178,"dufflitter",46.38
"74","postpct","waldos","ha","ne",270,"dufflitter",143.005
"75","postpct","waldos","ha","nw",90,"dufflitter",115.95
"76","postpct","waldos","ha","nw",180,"dufflitter",212.575
"77","postpct","waldos","ha","se",0,"dufflitter",92.76
"78","postpct","waldos","ha","se",270,"dufflitter",104.355
"79","postpct","waldos","ha","sw",0,"dufflitter",135.275
"80","postpct","waldos","ha","sw",90,"dufflitter",204.845
"81","postpct","waldos","hd","ne",180,"dufflitter",181.655
"82","postpct","waldos","hd","ne",270,"dufflitter",30.92
"83","postpct","waldos","hd","nw",90,"dufflitter",197.115
"84","postpct","waldos","hd","nw",180,"dufflitter",96.625
"85","postpct","waldos","hd","se",0,"dufflitter",61.84
"86","postpct","waldos","hd","se",287,"dufflitter",112.085
"87","postpct","waldos","hd","sw",90,"dufflitter",115.95
"88","postpct","waldos","hd","sw",356,"dufflitter",135.275
"89","postpct","waldos","ld","ne",180,"dufflitter",65.705
"90","postpct","waldos","ld","ne",270,"dufflitter",88.895
"91","postpct","waldos","ld","nw",90,"dufflitter",158.465
"92","postpct","waldos","ld","nw",180,"dufflitter",158.465
"93","postpct","waldos","ld","se",0,"dufflitter",162.33
"94","postpct","waldos","ld","se",270,"dufflitter",200.98
"95","postpct","waldos","ld","sw",0,"dufflitter",231.9
"96","postpct","waldos","ld","sw",90,"dufflitter",54.11
"97","postpct","whiskey","gs","e",225,"dufflitter",94.6925
"98","postpct","whiskey","gs","e",315,"dufflitter",36.7175
"99","postpct","whiskey","gs","n",135,"dufflitter",233.8325
"100","postpct","whiskey","gs","n",225,"dufflitter",46.38
"101","postpct","whiskey","gs","s",45,"dufflitter",19.325
"102","postpct","whiskey","gs","s",315,"dufflitter",46.38
"103","postpct","whiskey","gs","w",45,"dufflitter",48.3125
"104","postpct","whiskey","gs","w",135,"dufflitter",139.14
"105","postpct","whiskey","ha","e",225,"dufflitter",69.57
"106","postpct","whiskey","ha","e",315,"dufflitter",7.73
"107","postpct","whiskey","ha","n",135,"dufflitter",54.11
"108","postpct","whiskey","ha","n",225,"dufflitter",38.65
"109","postpct","whiskey","ha","s",45,"dufflitter",50.245
"110","postpct","whiskey","ha","s",315,"dufflitter",42.515
"111","postpct","whiskey","ha","w",45,"dufflitter",59.9075
"112","postpct","whiskey","ha","w",135,"dufflitter",9.6625
"113","postpct","whiskey","hd","e",225,"dufflitter",90.8275
"114","postpct","whiskey","hd","e",315,"dufflitter",46.38
"115","postpct","whiskey","hd","n",135,"dufflitter",81.165
"116","postpct","whiskey","hd","n",225,"dufflitter",85.03
"117","postpct","whiskey","hd","s",36,"dufflitter",36.7175
"118","postpct","whiskey","hd","s",315,"dufflitter",119.815
"119","postpct","whiskey","hd","w",45,"dufflitter",115.95
"120","postpct","whiskey","hd","w",135,"dufflitter",112.085
"121","postpct","whiskey","ld","e",225,"dufflitter",90.8275
"122","postpct","whiskey","ld","e",315,"dufflitter",73.435
"123","postpct","whiskey","ld","n",135,"dufflitter",50.245
"124","postpct","whiskey","ld","n",225,"dufflitter",38.65
"125","postpct","whiskey","ld","s",45,"dufflitter",100.49
"126","postpct","whiskey","ld","s",315,"dufflitter",108.22
"127","postpct","whiskey","ld","w",45,"dufflitter",162.33
"128","postpct","whiskey","ld","w",135,"dufflitter",150.735
"129","prepct","camp6","gs","e",225,"dufflitter",34.785
"130","prepct","camp6","gs","e",315,"dufflitter",34.785
"131","prepct","camp6","gs","n",135,"dufflitter",46.38
"132","prepct","camp6","gs","n",225,"dufflitter",23.19
"133","prepct","camp6","gs","s",45,"dufflitter",23.19
"134","prepct","camp6","gs","s",315,"dufflitter",19.325
"135","prepct","camp6","gs","w",45,"dufflitter",46.38
"136","prepct","camp6","gs","w",135,"dufflitter",65.705
"137","prepct","camp6","ha","e",225,"dufflitter",27.055
"138","prepct","camp6","ha","e",315,"dufflitter",61.84
"139","prepct","camp6","ha","n",135,"dufflitter",19.325
"140","prepct","camp6","ha","n",225,"dufflitter",25.1225
"141","prepct","camp6","ha","s",45,"dufflitter",34.785
"142","prepct","camp6","ha","s",315,"dufflitter",27.055
"143","prepct","camp6","ha","w",45,"dufflitter",23.19
"144","prepct","camp6","ha","w",135,"dufflitter",27.055
"145","prepct","camp6","hd","e",225,"dufflitter",34.785
"146","prepct","camp6","hd","e",315,"dufflitter",27.055
"147","prepct","camp6","hd","n",135,"dufflitter",69.57
"148","prepct","camp6","hd","n",225,"dufflitter",27.055
"149","prepct","camp6","hd","s",45,"dufflitter",40.5825
"150","prepct","camp6","hd","s",315,"dufflitter",9.6625
"151","prepct","camp6","hd","w",48,"dufflitter",15.46
"152","prepct","camp6","hd","w",135,"dufflitter",54.11
"153","prepct","camp6","ld","e",225,"dufflitter",50.245
"154","prepct","camp6","ld","e",315,"dufflitter",23.19
"155","prepct","camp6","ld","n",135,"dufflitter",54.11
"156","prepct","camp6","ld","n",225,"dufflitter",34.785
"157","prepct","camp6","ld","s",45,"dufflitter",32.8525
"158","prepct","camp6","ld","s",315,"dufflitter",30.92
"159","prepct","camp6","ld","w",45,"dufflitter",15.46
"160","prepct","camp6","ld","w",135,"dufflitter",38.65
"161","prepct","waldon","gs","e",225,"dufflitter",112.085
"162","prepct","waldon","gs","e",315,"dufflitter",50.245
"163","prepct","waldon","gs","n",135,"dufflitter",42.515
"164","prepct","waldon","gs","n",248,"dufflitter",7.73
"165","prepct","waldon","gs","s",45,"dufflitter",88.895
"166","prepct","waldon","gs","s",315,"dufflitter",57.975
"167","prepct","waldon","gs","w",45,"dufflitter",57.975
"168","prepct","waldon","gs","w",135,"dufflitter",104.355
"169","prepct","waldon","ha","ne",180,"dufflitter",50.245
"170","prepct","waldon","ha","ne",274,"dufflitter",44.4475
"171","prepct","waldon","ha","nw",90,"dufflitter",56.0425
"172","prepct","waldon","ha","nw",180,"dufflitter",17.3925
"173","prepct","waldon","ha","se",0,"dufflitter",54.11
"174","prepct","waldon","ha","se",270,"dufflitter",54.11
"175","prepct","waldon","ha","sw",6,"dufflitter",92.76
"176","prepct","waldon","ha","sw",90,"dufflitter",44.4475
"177","prepct","waldon","hd","ne",180,"dufflitter",50.245
"178","prepct","waldon","hd","ne",270,"dufflitter",50.245
"179","prepct","waldon","hd","nw",90,"dufflitter",52.1775
"180","prepct","waldon","hd","nw",180,"dufflitter",65.705
"181","prepct","waldon","hd","se",0,"dufflitter",30.92
"182","prepct","waldon","hd","se",270,"dufflitter",27.055
"183","prepct","waldon","hd","sw",0,"dufflitter",112.085
"184","prepct","waldon","hd","sw",90,"dufflitter",112.085
"185","prepct","waldon","ld","ne",180,"dufflitter",34.785
"186","prepct","waldon","ld","ne",270,"dufflitter",40.5825
"187","prepct","waldon","ld","nw",90,"dufflitter",30.92
"188","prepct","waldon","ld","nw",180,"dufflitter",23.19
"189","prepct","waldon","ld","se",0,"dufflitter",56.0425
"190","prepct","waldon","ld","se",270,"dufflitter",50.245
"191","prepct","waldon","ld","sw",0,"dufflitter",59.9075
"192","prepct","waldon","ld","sw",90,"dufflitter",48.3125
"193","prepct","waldos","gs","ne",180,"dufflitter",11.595
"194","prepct","waldos","gs","ne",270,"dufflitter",131.41
"195","prepct","waldos","gs","nw",90,"dufflitter",85.03
"196","prepct","waldos","gs","nw",180,"dufflitter",42.515
"197","prepct","waldos","gs","se",0,"dufflitter",38.65
"198","prepct","waldos","gs","se",270,"dufflitter",54.11
"199","prepct","waldos","gs","sw",0,"dufflitter",19.325
"200","prepct","waldos","gs","sw",90,"dufflitter",61.84
"201","prepct","waldos","ha","ne",180,"dufflitter",52.1775
"202","prepct","waldos","ha","ne",270,"dufflitter",17.3925
"203","prepct","waldos","ha","nw",90,"dufflitter",23.19
"204","prepct","waldos","ha","nw",180,"dufflitter",28.9875
"205","prepct","waldos","ha","se",0,"dufflitter",15.46
"206","prepct","waldos","ha","se",270,"dufflitter",112.085
"207","prepct","waldos","ha","sw",0,"dufflitter",38.65
"208","prepct","waldos","ha","sw",90,"dufflitter",40.5825
"209","prepct","waldos","hd","ne",180,"dufflitter",56.0425
"210","prepct","waldos","hd","ne",270,"dufflitter",34.785
"211","prepct","waldos","hd","nw",90,"dufflitter",32.8525
"212","prepct","waldos","hd","nw",180,"dufflitter",56.0425
"213","prepct","waldos","hd","se",0,"dufflitter",28.9875
"214","prepct","waldos","hd","se",270,"dufflitter",88.895
"215","prepct","waldos","hd","sw",0,"dufflitter",112.085
"216","prepct","waldos","hd","sw",90,"dufflitter",69.57
"217","prepct","waldos","ld","ne",180,"dufflitter",83.0975
"218","prepct","waldos","ld","ne",270,"dufflitter",38.65
"219","prepct","waldos","ld","nw",90,"dufflitter",65.705
"220","prepct","waldos","ld","nw",180,"dufflitter",34.785
"221","prepct","waldos","ld","se",0,"dufflitter",40.5825
"222","prepct","waldos","ld","se",270,"dufflitter",57.975
"223","prepct","waldos","ld","sw",0,"dufflitter",52.1775
"224","prepct","waldos","ld","sw",90,"dufflitter",15.46
"225","prepct","whiskey","gs","e",225,"dufflitter",9.6625
"226","prepct","whiskey","gs","e",315,"dufflitter",23.19
"227","prepct","whiskey","gs","n",135,"dufflitter",81.165
"228","prepct","whiskey","gs","n",225,"dufflitter",27.055
"229","prepct","whiskey","gs","s",45,"dufflitter",23.19
"230","prepct","whiskey","gs","s",315,"dufflitter",25.1225
"231","prepct","whiskey","gs","w",45,"dufflitter",69.57
"232","prepct","whiskey","gs","w",135,"dufflitter",28.9875
"233","prepct","whiskey","ha","e",225,"dufflitter",32.8525
"234","prepct","whiskey","ha","e",315,"dufflitter",46.38
"235","prepct","whiskey","ha","n",135,"dufflitter",38.65
"236","prepct","whiskey","ha","n",225,"dufflitter",27.055
"237","prepct","whiskey","ha","s",45,"dufflitter",11.595
"238","prepct","whiskey","ha","s",315,"dufflitter",28.9875
"239","prepct","whiskey","ha","w",45,"dufflitter",69.57
"240","prepct","whiskey","ha","w",135,"dufflitter",44.4475
"241","prepct","whiskey","hd","e",225,"dufflitter",123.68
"242","prepct","whiskey","hd","e",315,"dufflitter",50.245
"243","prepct","whiskey","hd","n",135,"dufflitter",34.785
"244","prepct","whiskey","hd","n",225,"dufflitter",73.435
"245","prepct","whiskey","hd","s",42,"dufflitter",57.975
"246","prepct","whiskey","hd","s",315,"dufflitter",42.515
"247","prepct","whiskey","hd","w",45,"dufflitter",59.9075
"248","prepct","whiskey","hd","w",135,"dufflitter",57.975
"249","prepct","whiskey","ld","e",225,"dufflitter",75.3675
"250","prepct","whiskey","ld","e",315,"dufflitter",65.705
"251","prepct","whiskey","ld","n",135,"dufflitter",63.7725
"252","prepct","whiskey","ld","n",225,"dufflitter",13.5275
"253","prepct","whiskey","ld","s",45,"dufflitter",38.65
"254","prepct","whiskey","ld","s",315,"dufflitter",77.3
"255","prepct","whiskey","ld","w",45,"dufflitter",57.975
"256","prepct","whiskey","ld","w",135,"dufflitter",30.92
"257","postpct","camp6","gs","e",0,"herb",0.072
"258","postpct","camp6","gs","e",0,"woody",1.458
"259","postpct","camp6","gs","e",315,"herb",0.032
"260","postpct","camp6","gs","e",315,"woody",0.5535
"261","postpct","camp6","gs","n",135,"herb",0.016
"262","postpct","camp6","gs","n",135,"woody",0.297
"263","postpct","camp6","gs","n",225,"herb",0.014
"264","postpct","camp6","gs","n",225,"woody",1.656
"265","postpct","camp6","gs","s",45,"herb",0
"266","postpct","camp6","gs","s",45,"woody",0.2385
"267","postpct","camp6","gs","s",315,"herb",0.186
"268","postpct","camp6","gs","s",315,"woody",0.036
"269","postpct","camp6","gs","w",39,"herb",0.002
"270","postpct","camp6","gs","w",39,"woody",0.7245
"271","postpct","camp6","gs","w",135,"herb",0.012
"272","postpct","camp6","gs","w",135,"woody",2.268
"273","postpct","camp6","ha","e",225,"herb",0.0052
"274","postpct","camp6","ha","e",225,"woody",0.801
"275","postpct","camp6","ha","e",315,"herb",0.002
"276","postpct","camp6","ha","e",315,"woody",14.265
"277","postpct","camp6","ha","n",135,"herb",0.046
"278","postpct","camp6","ha","n",135,"woody",0.036
"279","postpct","camp6","ha","n",225,"herb",0.024
"280","postpct","camp6","ha","n",225,"woody",1.323
"281","postpct","camp6","ha","s",45,"herb",0.716
"282","postpct","camp6","ha","s",45,"woody",0.441
"283","postpct","camp6","ha","s",315,"herb",0.208
"284","postpct","camp6","ha","s",315,"woody",0.153
"285","postpct","camp6","ha","w",45,"herb",0.248
"286","postpct","camp6","ha","w",45,"woody",0.981
"287","postpct","camp6","ha","w",135,"herb",0.072
"288","postpct","camp6","ha","w",135,"woody",0.468
"289","postpct","camp6","hd","e",225,"herb",0.104
"290","postpct","camp6","hd","e",225,"woody",1.26
"291","postpct","camp6","hd","e",315,"herb",0.004
"292","postpct","camp6","hd","e",315,"woody",1.6425
"293","postpct","camp6","hd","n",135,"herb",0.12
"294","postpct","camp6","hd","n",135,"woody",1.998
"295","postpct","camp6","hd","n",225,"herb",0.252
"296","postpct","camp6","hd","n",225,"woody",0.432
"297","postpct","camp6","hd","s",45,"herb",0.012
"298","postpct","camp6","hd","s",45,"woody",13.941
"299","postpct","camp6","hd","s",315,"herb",0.004
"300","postpct","camp6","hd","s",315,"woody",0.117
"301","postpct","camp6","hd","w",42,"herb",0.036
"302","postpct","camp6","hd","w",42,"woody",3.636
"303","postpct","camp6","hd","w",135,"herb",0.164
"304","postpct","camp6","hd","w",135,"woody",0.4815
"305","postpct","camp6","ld","e",225,"herb",0.46
"306","postpct","camp6","ld","e",225,"woody",0.099
"307","postpct","camp6","ld","e",315,"herb",0.056
"308","postpct","camp6","ld","e",315,"woody",0.378
"309","postpct","camp6","ld","n",135,"herb",0.004
"310","postpct","camp6","ld","n",135,"woody",0.621
"311","postpct","camp6","ld","n",225,"herb",0.158
"312","postpct","camp6","ld","n",225,"woody",0.8235
"313","postpct","camp6","ld","s",45,"herb",0.012
"314","postpct","camp6","ld","s",45,"woody",1.26
"315","postpct","camp6","ld","s",315,"herb",0.332
"316","postpct","camp6","ld","s",315,"woody",0.099
"317","postpct","camp6","ld","w",45,"herb",0.01
"318","postpct","camp6","ld","w",45,"woody",0.711
"319","postpct","camp6","ld","w",135,"herb",0.016
"320","postpct","camp6","ld","w",135,"woody",0.54
"321","postpct","waldon","gs","e",225,"herb",0
"322","postpct","waldon","gs","e",225,"woody",3.879
"323","postpct","waldon","gs","e",315,"herb",0.04
"324","postpct","waldon","gs","e",315,"woody",0
"325","postpct","waldon","gs","n",135,"herb",0
"326","postpct","waldon","gs","n",135,"woody",6.741
"327","postpct","waldon","gs","n",262,"herb",0
"328","postpct","waldon","gs","n",262,"woody",0
"329","postpct","waldon","gs","s",45,"herb",0
"330","postpct","waldon","gs","s",45,"woody",0
"331","postpct","waldon","gs","s",315,"herb",0
"332","postpct","waldon","gs","s",315,"woody",0
"333","postpct","waldon","gs","w",45,"herb",0
"334","postpct","waldon","gs","w",45,"woody",0.126
"335","postpct","waldon","gs","w",135,"herb",0
"336","postpct","waldon","gs","w",135,"woody",5.76
"337","postpct","waldon","ha","ne",180,"herb",0.058
"338","postpct","waldon","ha","ne",180,"woody",0.729
"339","postpct","waldon","ha","ne",290,"herb",0.052
"340","postpct","waldon","ha","ne",290,"woody",1.53
"341","postpct","waldon","ha","nw",90,"herb",0
"342","postpct","waldon","ha","nw",90,"woody",5.202
"343","postpct","waldon","ha","nw",180,"herb",0.014
"344","postpct","waldon","ha","nw",180,"woody",1.71
"345","postpct","waldon","ha","se",0,"herb",0.048
"346","postpct","waldon","ha","se",0,"woody",0.6345
"347","postpct","waldon","ha","se",270,"herb",0.016
"348","postpct","waldon","ha","se",270,"woody",0.1035
"349","postpct","waldon","ha","sw",35,"herb",0.026
"350","postpct","waldon","ha","sw",35,"woody",1.287
"351","postpct","waldon","ha","sw",90,"herb",0.296
"352","postpct","waldon","ha","sw",90,"woody",0.54
"353","postpct","waldon","hd","ne",180,"herb",0
"354","postpct","waldon","hd","ne",180,"woody",0.09
"355","postpct","waldon","hd","ne",270,"herb",0
"356","postpct","waldon","hd","ne",270,"woody",1.512
"357","postpct","waldon","hd","nw",90,"herb",0
"358","postpct","waldon","hd","nw",90,"woody",0.675
"359","postpct","waldon","hd","nw",180,"herb",0.012
"360","postpct","waldon","hd","nw",180,"woody",1.062
"361","postpct","waldon","hd","se",0,"herb",0
"362","postpct","waldon","hd","se",0,"woody",0.018
"363","postpct","waldon","hd","se",270,"herb",0.002
"364","postpct","waldon","hd","se",270,"woody",0.036
"365","postpct","waldon","hd","sw",0,"herb",0
"366","postpct","waldon","hd","sw",0,"woody",1.863
"367","postpct","waldon","hd","sw",90,"herb",0
"368","postpct","waldon","hd","sw",90,"woody",0.288
"369","postpct","waldon","ld","ne",180,"herb",0
"370","postpct","waldon","ld","ne",180,"woody",1.449
"371","postpct","waldon","ld","ne",270,"herb",0.088
"372","postpct","waldon","ld","ne",270,"woody",1.629
"373","postpct","waldon","ld","nw",90,"herb",0
"374","postpct","waldon","ld","nw",90,"woody",0.819
"375","postpct","waldon","ld","nw",180,"herb",0
"376","postpct","waldon","ld","nw",180,"woody",0.792
"377","postpct","waldon","ld","se",0,"herb",0
"378","postpct","waldon","ld","se",0,"woody",1.9215
"379","postpct","waldon","ld","se",270,"herb",0.002
"380","postpct","waldon","ld","se",270,"woody",2.061
"381","postpct","waldon","ld","sw",0,"herb",0
"382","postpct","waldon","ld","sw",0,"woody",1.08
"383","postpct","waldon","ld","sw",90,"herb",0.012
"384","postpct","waldon","ld","sw",90,"woody",0.648
"385","postpct","waldos","gs","ne",168,"herb",0.04
"386","postpct","waldos","gs","ne",168,"woody",3.4155
"387","postpct","waldos","gs","ne",270,"herb",0
"388","postpct","waldos","gs","ne",270,"woody",1.143
"389","postpct","waldos","gs","nw",90,"herb",0.128
"390","postpct","waldos","gs","nw",90,"woody",0.8415
"391","postpct","waldos","gs","nw",180,"herb",1.12
"392","postpct","waldos","gs","nw",180,"woody",0.189
"393","postpct","waldos","gs","se",0,"herb",3.64
"394","postpct","waldos","gs","se",0,"woody",0.0135
"395","postpct","waldos","gs","se",270,"herb",1.456
"396","postpct","waldos","gs","se",270,"woody",0.27
"397","postpct","waldos","gs","sw",0,"herb",0.002
"398","postpct","waldos","gs","sw",0,"woody",2.745
"399","postpct","waldos","gs","sw",90,"herb",0.006
"400","postpct","waldos","gs","sw",90,"woody",4.2525
"401","postpct","waldos","ha","ne",178,"herb",0.168
"402","postpct","waldos","ha","ne",178,"woody",0.018
"403","postpct","waldos","ha","ne",270,"herb",0.444
"404","postpct","waldos","ha","ne",270,"woody",0
"405","postpct","waldos","ha","nw",90,"herb",0.19
"406","postpct","waldos","ha","nw",90,"woody",16.74
"407","postpct","waldos","ha","nw",180,"herb",0.048
"408","postpct","waldos","ha","nw",180,"woody",0.9
"409","postpct","waldos","ha","se",0,"herb",0.368
"410","postpct","waldos","ha","se",0,"woody",0.063
"411","postpct","waldos","ha","se",270,"herb",0.01
"412","postpct","waldos","ha","se",270,"woody",20.9115
"413","postpct","waldos","ha","sw",0,"herb",0
"414","postpct","waldos","ha","sw",0,"woody",1.26
"415","postpct","waldos","ha","sw",90,"herb",0.006
"416","postpct","waldos","ha","sw",90,"woody",0.36
"417","postpct","waldos","hd","ne",180,"herb",0.092
"418","postpct","waldos","hd","ne",180,"woody",0.5535
"419","postpct","waldos","hd","ne",270,"herb",0.074
"420","postpct","waldos","hd","ne",270,"woody",5.868
"421","postpct","waldos","hd","nw",90,"herb",0.068
"422","postpct","waldos","hd","nw",90,"woody",0.5805
"423","postpct","waldos","hd","nw",180,"herb",1.202
"424","postpct","waldos","hd","nw",180,"woody",0.315
"425","postpct","waldos","hd","se",0,"herb",0.012
"426","postpct","waldos","hd","se",0,"woody",0.936
"427","postpct","waldos","hd","se",287,"herb",0.002
"428","postpct","waldos","hd","se",287,"woody",0.108
"429","postpct","waldos","hd","sw",90,"herb",0.006
"430","postpct","waldos","hd","sw",90,"woody",1.269
"431","postpct","waldos","hd","sw",356,"herb",0.242
"432","postpct","waldos","hd","sw",356,"woody",0.297
"433","postpct","waldos","ld","ne",180,"herb",0.206
"434","postpct","waldos","ld","ne",180,"woody",3.015
"435","postpct","waldos","ld","ne",270,"herb",1.568
"436","postpct","waldos","ld","ne",270,"woody",0.252
"437","postpct","waldos","ld","nw",90,"herb",1.32
"438","postpct","waldos","ld","nw",90,"woody",0
"439","postpct","waldos","ld","nw",180,"herb",0.264
"440","postpct","waldos","ld","nw",180,"woody",2.961
"441","postpct","waldos","ld","se",0,"herb",0.448
"442","postpct","waldos","ld","se",0,"woody",0.54
"443","postpct","waldos","ld","se",270,"herb",0.006
"444","postpct","waldos","ld","se",270,"woody",2.628
"445","postpct","waldos","ld","sw",0,"herb",0.408
"446","postpct","waldos","ld","sw",0,"woody",2.1105
"447","postpct","waldos","ld","sw",90,"herb",0.24
"448","postpct","waldos","ld","sw",90,"woody",0
"449","postpct","whiskey","gs","e",225,"herb",0.104
"450","postpct","whiskey","gs","e",225,"woody",2.007
"451","postpct","whiskey","gs","e",315,"herb",0.212
"452","postpct","whiskey","gs","e",315,"woody",11.8845
"453","postpct","whiskey","gs","n",135,"herb",0.308
"454","postpct","whiskey","gs","n",135,"woody",1.863
"455","postpct","whiskey","gs","n",225,"herb",0.064
"456","postpct","whiskey","gs","n",225,"woody",4.122
"457","postpct","whiskey","gs","s",45,"herb",0.68
"458","postpct","whiskey","gs","s",45,"woody",0.9
"459","postpct","whiskey","gs","s",315,"herb",0.448
"460","postpct","whiskey","gs","s",315,"woody",6.48
"461","postpct","whiskey","gs","w",45,"herb",0.096
"462","postpct","whiskey","gs","w",45,"woody",3.105
"463","postpct","whiskey","gs","w",135,"herb",0.04
"464","postpct","whiskey","gs","w",135,"woody",6.984
"465","postpct","whiskey","ha","e",225,"herb",0.964
"466","postpct","whiskey","ha","e",225,"woody",8.388
"467","postpct","whiskey","ha","e",315,"herb",0.268
"468","postpct","whiskey","ha","e",315,"woody",8.658
"469","postpct","whiskey","ha","n",135,"herb",0.888
"470","postpct","whiskey","ha","n",135,"woody",3.6135
"471","postpct","whiskey","ha","n",225,"herb",0.52
"472","postpct","whiskey","ha","n",225,"woody",9.315
"473","postpct","whiskey","ha","s",45,"herb",0.048
"474","postpct","whiskey","ha","s",45,"woody",4.761
"475","postpct","whiskey","ha","s",315,"herb",0.304
"476","postpct","whiskey","ha","s",315,"woody",0.0765
"477","postpct","whiskey","ha","w",45,"herb",1.38
"478","postpct","whiskey","ha","w",45,"woody",6.669
"479","postpct","whiskey","ha","w",135,"herb",0.744
"480","postpct","whiskey","ha","w",135,"woody",1.071
"481","postpct","whiskey","hd","e",225,"herb",0.006
"482","postpct","whiskey","hd","e",225,"woody",2.322
"483","postpct","whiskey","hd","e",315,"herb",0.092
"484","postpct","whiskey","hd","e",315,"woody",8.622
"485","postpct","whiskey","hd","n",135,"herb",0.64
"486","postpct","whiskey","hd","n",135,"woody",0.396
"487","postpct","whiskey","hd","n",225,"herb",0.06
"488","postpct","whiskey","hd","n",225,"woody",6.93
"489","postpct","whiskey","hd","s",36,"herb",0.076
"490","postpct","whiskey","hd","s",36,"woody",0.459
"491","postpct","whiskey","hd","s",315,"herb",0.044
"492","postpct","whiskey","hd","s",315,"woody",3.654
"493","postpct","whiskey","hd","w",45,"herb",0.196
"494","postpct","whiskey","hd","w",45,"woody",3.348
"495","postpct","whiskey","hd","w",135,"herb",0.016
"496","postpct","whiskey","hd","w",135,"woody",12.771
"497","postpct","whiskey","ld","e",225,"herb",0.812
